common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors	common_name	scientific_name	afrikaans_name	image	audio	family	size	habitat	colors
Botha's Lark	Spizocorys fringillaris	Vaalrivierlewerik	https://cdn.sabirds.app/boulder-chat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC646250-Botha%27s%20Lark%20-%20Southern%20Africa.mp3	Larks	Small	Grassland	['Brown', 'Buff']	Botha's Lark	Spizocorys fringillaris	Vaalrivierlewerik	https://cdn.sabirds.app/boulder-chat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC646250-Botha%27s%20Lark%20-%20Southern%20Africa.mp3	Larks	Small	Grassland	['Brown', 'Buff']
Boulder Chat	Pinarornis plumosus	Swartberglyster	https://cdn.sabirds.app/bradfields-swift/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1029733-boulder-chat-%28song%2Cduet%29-Lukusuzi-Kasungu%2CEastern%2CZAMBIA_20250812_112830.mp3	Chats	Medium	Woodland	['Brown', 'Orange', 'White']	Boulder Chat	Pinarornis plumosus	Swartberglyster	https://cdn.sabirds.app/bradfields-swift/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1029733-boulder-chat-%28song%2Cduet%29-Lukusuzi-Kasungu%2CEastern%2CZAMBIA_20250812_112830.mp3	Chats	Medium	Woodland	['Brown', 'Orange', 'White']
Bradfield's Swift	Apus bradfieldi	Muiskleurwindswael	https://cdn.sabirds.app/bridled-tern/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IERLEVXEIF/XC337014-African-PalmSwifts-Windhoek-CR.mp3	Swifts	Small	Karoo	['Brown', 'Grey', 'White']	Bradfield's Swift	Apus bradfieldi	Muiskleurwindswael	https://cdn.sabirds.app/bridled-tern/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IERLEVXEIF/XC337014-African-PalmSwifts-Windhoek-CR.mp3	Swifts	Small	Karoo	['Brown', 'Grey', 'White']
Bridled Tern	Onychoprion anaethetus	Brilsterretjie	https://birda.twic.pics/species/2616cc64-27b9-4252-9d49-d74578fea0ec/reference_images/Bridled_Tern_-_Flying_-_Bottom.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069484-Bridled-Tern-call-very-good-2025-04-23-Jana-Island,-Saudi-Arabia_193_Edited.mp3	Terns	Medium	Marine	['White', 'Grey', 'Black']	Bridled Tern	Onychoprion anaethetus	Brilsterretjie	https://birda.twic.pics/species/2616cc64-27b9-4252-9d49-d74578fea0ec/reference_images/Bridled_Tern_-_Flying_-_Bottom.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069484-Bridled-Tern-call-very-good-2025-04-23-Jana-Island,-Saudi-Arabia_193_Edited.mp3	Terns	Medium	Marine	['White', 'Grey', 'Black']
Brimstone Canary	Crithagra sulphurata	Dikbekkanarie	https://birda.twic.pics/species/16f673eb-cfe0-44fc-a830-80b8558d5180/reference_images/Brimstone_Canary-_Male.jpg	https://xeno-canto.org/sounds/uploaded/UKDFMOJDDN/XC934630-Brimstone-canary-II.mp3	Canaries	Small	Fynbos	['Yellow', 'Green']	Brimstone Canary	Crithagra sulphurata	Dikbekkanarie	https://birda.twic.pics/species/16f673eb-cfe0-44fc-a830-80b8558d5180/reference_images/Brimstone_Canary-_Male.jpg	https://xeno-canto.org/sounds/uploaded/UKDFMOJDDN/XC934630-Brimstone-canary-II.mp3	Canaries	Small	Fynbos	['Yellow', 'Green']
Broad-billed Prion	Pachyptila vittata	Breëbekwalvisvoël	https://cdn.sabirds.app/broad-billed-roller/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC1053955-Broad-billedPrion.2025.10.31%280345%29.Rangatira%2CH4.JennaHoverd.mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']	Broad-billed Prion	Pachyptila vittata	Breëbekwalvisvoël	https://cdn.sabirds.app/broad-billed-roller/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC1053955-Broad-billedPrion.2025.10.31%280345%29.Rangatira%2CH4.JennaHoverd.mp3	Prions	Medium	Marine	['Grey', 'Brown', 'White']
Broad-billed Roller	Eurystomus glaucurus	Geelbektroupant	https://birda.twic.pics/species/61a02332-a7c2-4117-9270-8903bfcf21e9/reference_images/Broad-billed_Roller.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854390-broad-billed-roller-%28call%29-mwekera%2Ckitwe%2CZAMBIA_20231119_070825_01.mp3	Rollers	Medium	Forest	['Purple', 'Blue', 'Yellow']	Broad-billed Roller	Eurystomus glaucurus	Geelbektroupant	https://birda.twic.pics/species/61a02332-a7c2-4117-9270-8903bfcf21e9/reference_images/Broad-billed_Roller.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC854390-broad-billed-roller-%28call%29-mwekera%2Ckitwe%2CZAMBIA_20231119_070825_01.mp3	Rollers	Medium	Forest	['Purple', 'Blue', 'Yellow']
Broad-billed Sandpiper	Calidris falcinellus	Breëbekstrandloper	https://birda.twic.pics/species/34b7c51e-72bb-4257-8ed1-30216fcb83f4/reference_images/Broad-billed_Sandpiper_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069326-Broad-billed-Sandpiper-flight-call-very-good-2024-11-06-The-Gleua-Cafe-&-Salt-Pans-W-of-Bang-Pakong-River,-Chachoengsao,-Thailand_003_edited.mp3	Sandpipers	Small	Wetland	['Brown', 'Grey', 'White']	Broad-billed Sandpiper	Calidris falcinellus	Breëbekstrandloper	https://birda.twic.pics/species/34b7c51e-72bb-4257-8ed1-30216fcb83f4/reference_images/Broad-billed_Sandpiper_-_Summer.jpg	https://xeno-canto.org/sounds/uploaded/AYKHDFBYIH/XC1069326-Broad-billed-Sandpiper-flight-call-very-good-2024-11-06-The-Gleua-Cafe-&-Salt-Pans-W-of-Bang-Pakong-River,-Chachoengsao,-Thailand_003_edited.mp3	Sandpipers	Small	Wetland	['Brown', 'Grey', 'White']
Broad-tailed Paradise Whydah	Vidua obtusa	Breëstertparadysvink	https://cdn.sabirds.app/broad-tailed-warbler/1_medium.webp	https://xeno-canto.org/sounds/uploaded/OYJCYINHVL/XC194823-LS_30609%20Veuve%20de%20Chapin%20Mwamagembe.mp3	Whydahs	Small	Woodland	['Black', 'Orange', 'Brown']	Broad-tailed Paradise Whydah	Vidua obtusa	Breëstertparadysvink	https://cdn.sabirds.app/broad-tailed-warbler/1_medium.webp	https://xeno-canto.org/sounds/uploaded/OYJCYINHVL/XC194823-LS_30609%20Veuve%20de%20Chapin%20Mwamagembe.mp3	Whydahs	Small	Woodland	['Black', 'Orange', 'Brown']
Broad-tailed Warbler	Schoenicola brevirostris	Breëstertsanger	https://cdn.sabirds.app/bronze-mannikin/1_medium.webp	#N/A	Warblers	Small	Grassland	['Brown', 'Buff', 'Rufous']	Broad-tailed Warbler	Schoenicola brevirostris	Breëstertsanger	https://cdn.sabirds.app/bronze-mannikin/1_medium.webp	#N/A	Warblers	Small	Grassland	['Brown', 'Buff', 'Rufous']
Bronze Mannikin	Spermestes cucullata	Gewone Fret	https://birda.twic.pics/species/49671b6f-cddd-4c3c-93bf-951d0b7163e7/reference_images/Bronze_Mannikin_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC975922-88219.-Bronze-Mannikin---Kiyanga,-Mitooma---25-FEB-2025---2.mp3	Mannikins	Tiny	Woodland	['Brown', 'Black', 'White']	Bronze Mannikin	Spermestes cucullata	Gewone Fret	https://birda.twic.pics/species/49671b6f-cddd-4c3c-93bf-951d0b7163e7/reference_images/Bronze_Mannikin_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/YIKAQIVHQJ/XC975922-88219.-Bronze-Mannikin---Kiyanga,-Mitooma---25-FEB-2025---2.mp3	Mannikins	Tiny	Woodland	['Brown', 'Black', 'White']
Bronze-winged Courser	Rhinoptilus chalcopterus	Bronsvlerkdrawwertjie	https://birda.twic.pics/species/f2840c46-af93-4ebe-a0a3-bf0a6c3e3253/reference_images/Burchells_Courser.jpg	https://xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/XC696623-Bronze-winged%20Courser%20Pafuri%20211128.185245.mp3	Coursers	Medium	Woodland	['Brown', 'White']	Bronze-winged Courser	Rhinoptilus chalcopterus	Bronsvlerkdrawwertjie	https://birda.twic.pics/species/f2840c46-af93-4ebe-a0a3-bf0a6c3e3253/reference_images/Burchells_Courser.jpg	https://xeno-canto.org/sounds/uploaded/DNKBTPCMSQ/XC696623-Bronze-winged%20Courser%20Pafuri%20211128.185245.mp3	Coursers	Medium	Woodland	['Brown', 'White']
Brown Booby	Sula leucogaster	Bruinmalgas	https://birda.twic.pics/species/0be2d077-d49f-4e94-b792-8ab720037f2e/reference_images/Brown_Booby-_Male.jpg	https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC927122-11-08-2024-10e9-Atoba-pardo-BAL-PICARRAS.mp3	Boobies	Very Large	Marine	['Brown', 'White', 'Black', 'Yellow']	Brown Booby	Sula leucogaster	Bruinmalgas	https://birda.twic.pics/species/0be2d077-d49f-4e94-b792-8ab720037f2e/reference_images/Brown_Booby-_Male.jpg	https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC927122-11-08-2024-10e9-Atoba-pardo-BAL-PICARRAS.mp3	Boobies	Very Large	Marine	['Brown', 'White', 'Black', 'Yellow']
Brown Noddy	Anous stolidus	Grootbruinsterretjie	https://birda.twic.pics/species/876deec3-b4fe-4296-859b-9ee5e4bc45c6/reference_images/Brown_Noddy.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1061230-brown-noddy-%28begging-calls%29-aride%2CSEYCHELLES_20251105_120409.mp3	Noddies	Medium	Marine	['Brown', 'White', 'Grey', 'Black']	Brown Noddy	Anous stolidus	Grootbruinsterretjie	https://birda.twic.pics/species/876deec3-b4fe-4296-859b-9ee5e4bc45c6/reference_images/Brown_Noddy.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1061230-brown-noddy-%28begging-calls%29-aride%2CSEYCHELLES_20251105_120409.mp3	Noddies	Medium	Marine	['Brown', 'White', 'Grey', 'Black']
Brown Scrub Robin	Cercotrichas signata	Bruinwipstert	https://cdn.sabirds.app/brown-snake-eagle/1_medium.webp	#N/A	Scrub-Robins	Small	Savanna	['Brown', 'White']	Brown Scrub Robin	Cercotrichas signata	Bruinwipstert	https://cdn.sabirds.app/brown-snake-eagle/1_medium.webp	#N/A	Scrub-Robins	Small	Savanna	['Brown', 'White']
Brown Snake Eagle	Circaetus cinereus	Bruinslangarend	https://birda.twic.pics/species/c3297d4c-0079-49fa-b539-5a18295edd53/reference_images/Brown_Snake_Eagle.jpg	https://xeno-canto.org/sounds/uploaded/UCLIDPSAOG/XC863207-Brown-Snake-Eagle.mp3	Snake-Eagles	Very Large	Fynbos	['Brown', 'Grey', 'White']	Brown Snake Eagle	Circaetus cinereus	Bruinslangarend	https://birda.twic.pics/species/c3297d4c-0079-49fa-b539-5a18295edd53/reference_images/Brown_Snake_Eagle.jpg	https://xeno-canto.org/sounds/uploaded/UCLIDPSAOG/XC863207-Brown-Snake-Eagle.mp3	Snake-Eagles	Very Large	Fynbos	['Brown', 'Grey', 'White']
Brown-backed Honeybird	Prodotiscus regulus	Skerpbekheuningvoël	https://cdn.sabirds.app/brown-crowned-tchagra/1_medium.webp	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC292035-Brown-backed%20Honeybird2015-9-23-2.mp3	Honeyguides	Tiny	Woodland	['Brown', 'White']	Brown-backed Honeybird	Prodotiscus regulus	Skerpbekheuningvoël	https://cdn.sabirds.app/brown-crowned-tchagra/1_medium.webp	https://xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC292035-Brown-backed%20Honeybird2015-9-23-2.mp3	Honeyguides	Tiny	Woodland	['Brown', 'White']
Brown-crowned Tchagra	Tchagra australis	Rooivlerktjagra	https://birda.twic.pics/species/bdc13101-16d2-41cd-9483-a31c565bbe2f/reference_images/Brown-crowned_Tchagra.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC890662-Tchagra_Brown-crowned1_M6MKH-642_Kafue_Mcbrides_Campsite_Lion_Spot1_21stAug23.mp3	Tchagras	Small	Fynbos	['Brown', 'Black', 'White']	Brown-crowned Tchagra	Tchagra australis	Rooivlerktjagra	https://birda.twic.pics/species/bdc13101-16d2-41cd-9483-a31c565bbe2f/reference_images/Brown-crowned_Tchagra.jpg	https://xeno-canto.org/sounds/uploaded/EHGWCIGILC/XC890662-Tchagra_Brown-crowned1_M6MKH-642_Kafue_Mcbrides_Campsite_Lion_Spot1_21stAug23.mp3	Tchagras	Small	Fynbos	['Brown', 'Black', 'White']
Brown-headed Parrot	Poicephalus cryptoxanthus	Bruinkoppapegaai	https://birda.twic.pics/species/72f3f357-6f21-4270-992b-35596c31a87d/reference_images/Brown-headed_Parrot.jpg	https://xeno-canto.org/sounds/uploaded/YHKQPPJDVP/XC1038406-250628_2845Brown-headed-Parrot-15m-mp3-amp.mp3	Parrots	Medium	Woodland	['Brown', 'Green', 'Yellow']	Brown-headed Parrot	Poicephalus cryptoxanthus	Bruinkoppapegaai	https://birda.twic.pics/species/72f3f357-6f21-4270-992b-35596c31a87d/reference_images/Brown-headed_Parrot.jpg	https://xeno-canto.org/sounds/uploaded/YHKQPPJDVP/XC1038406-250628_2845Brown-headed-Parrot-15m-mp3-amp.mp3	Parrots	Medium	Woodland	['Brown', 'Green', 'Yellow']
Brown-hooded Kingfisher	Halcyon albiventris	Bruinkopvisvanger	https://birda.twic.pics/species/0bd9e0fc-e74e-4646-8f12-996145d462dc/reference_images/Brown-hooded_Kingfisher_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/RLSEYIEVCI/XC532199-Brown-hooded%20Kingfisher.mp3	Kingfishers	Medium	Fynbos	['Brown', 'Blue', 'Orange']	Brown-hooded Kingfisher	Halcyon albiventris	Bruinkopvisvanger	https://birda.twic.pics/species/0bd9e0fc-e74e-4646-8f12-996145d462dc/reference_images/Brown-hooded_Kingfisher_-_Adult.jpg	https://xeno-canto.org/sounds/uploaded/RLSEYIEVCI/XC532199-Brown-hooded%20Kingfisher.mp3	Kingfishers	Medium	Fynbos	['Brown', 'Blue', 'Orange']
Brown-throated Martin	Riparia paludicola	Afrikaanse Oewerswael	https://birda.twic.pics/species/71e021f7-df0e-48ae-8d65-87f154345828/reference_images/Brown-throated_Martin.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC986241-Riparia-covani+-Сoua-ruficeps-019_8.01.2013,-Мадагаскар,-30-km-N-Fianarantsoa,-горы,-8-10-3-5.mp3	Martins	Tiny	Wetland	['Brown', 'White']	Brown-throated Martin	Riparia paludicola	Afrikaanse Oewerswael	https://birda.twic.pics/species/71e021f7-df0e-48ae-8d65-87f154345828/reference_images/Brown-throated_Martin.jpg	https://xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC986241-Riparia-covani+-Сoua-ruficeps-019_8.01.2013,-Мадагаскар,-30-km-N-Fianarantsoa,-горы,-8-10-3-5.mp3	Martins	Tiny	Wetland	['Brown', 'White']
Brubru	Nilaus afer	Bontroklaksman	https://birda.twic.pics/species/c3aa196f-0270-47c3-8340-0eda123192f4/reference_images/Brubru-_Male.jpg	https://xeno-canto.org/sounds/uploaded/XGCIUBZDTF/XC1073288-Brubru.mp3	Brubrus	Small	Woodland	['Black', 'White', 'Brown']	Brubru	Nilaus afer	Bontroklaksman	https://birda.twic.pics/species/c3aa196f-0270-47c3-8340-0eda123192f4/reference_images/Brubru-_Male.jpg	https://xeno-canto.org/sounds/uploaded/XGCIUBZDTF/XC1073288-Brubru.mp3	Brubrus	Small	Woodland	['Black', 'White', 'Brown']
Buff-breasted Sandpiper	Calidris subruficollis	Taanborsstrandloper	https://birda.twic.pics/species/6bae7ead-8047-4b67-a7d5-60880f5a352c/reference_images/Buff-breasted_Sandpiper_-_Standing.jpg	https://xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC997531-Bécasseau-rousset-vol-filtered-+.mp3	Sandpipers	Medium	Grassland	['Buff', 'Brown']	Buff-breasted Sandpiper	Calidris subruficollis	Taanborsstrandloper	https://birda.twic.pics/species/6bae7ead-8047-4b67-a7d5-60880f5a352c/reference_images/Buff-breasted_Sandpiper_-_Standing.jpg	https://xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC997531-Bécasseau-rousset-vol-filtered-+.mp3	Sandpipers	Medium	Grassland	['Buff', 'Brown']
Buff-spotted Flufftail	Sarothrura elegans	Gevlekte Vleikuiken	https://cdn.sabirds.app/buff-streaked-chat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/EGCCECBTGC/XC952488-Buff-spotted-Flufftail-2024-02-29-05.45.mp3	Flufftails	Small	Wetland	['Brown', 'Buff', 'Black']	Buff-spotted Flufftail	Sarothrura elegans	Gevlekte Vleikuiken	https://cdn.sabirds.app/buff-streaked-chat/1_medium.webp	https://xeno-canto.org/sounds/uploaded/EGCCECBTGC/XC952488-Buff-spotted-Flufftail-2024-02-29-05.45.mp3	Flufftails	Small	Wetland	['Brown', 'Buff', 'Black']
Buff-streaked Chat	Campicoloides bifasciatus	Bergklipwagter	https://birda.twic.pics/species/7d43e891-0322-478d-96a4-dae4a5196cc0/reference_images/Buff-streaked_Chat-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC517512-Campicoloides_bifasciatus-FL%20m%20song%20%5BE%20Longbill%20Lk%5D%20%20nr%20Daggakraal%204Oct19%208.45am%20LS115378a.mp3	Chats	Small	Rocky	['Brown', 'Buff', 'White']	Buff-streaked Chat	Campicoloides bifasciatus	Bergklipwagter	https://birda.twic.pics/species/7d43e891-0322-478d-96a4-dae4a5196cc0/reference_images/Buff-streaked_Chat-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC517512-Campicoloides_bifasciatus-FL%20m%20song%20%5BE%20Longbill%20Lk%5D%20%20nr%20Daggakraal%204Oct19%208.45am%20LS115378a.mp3	Chats	Small	Rocky	['Brown', 'Buff', 'White']
Buffy Pipit	Anthus vaalensis	Vaalkoester	https://birda.twic.pics/species/5f31246a-8295-4800-9b41-382bc89bd1e4/reference_images/Buffy_Pipit.jpg	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC575660-Buffy%20Pipit.mp3	Pipits	Small	Grassland	['Buff', 'Brown']	Buffy Pipit	Anthus vaalensis	Vaalkoester	https://birda.twic.pics/species/5f31246a-8295-4800-9b41-382bc89bd1e4/reference_images/Buffy_Pipit.jpg	https://xeno-canto.org/sounds/uploaded/RDCYTRBPDJ/XC575660-Buffy%20Pipit.mp3	Pipits	Small	Grassland	['Buff', 'Brown']
Buller's Albatross	Thalassarche bulleri	Witkroonalbatros (- malmok)	https://birda.twic.pics/species/830a1f72-779e-4ec7-a071-db550ade3fb0/reference_images/Bullers_Albatross-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC926688-NorthernBuller-sAlbatross.2022.12.15%280540%29.TheFortyFours.mp3	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']	Buller's Albatross	Thalassarche bulleri	Witkroonalbatros (- malmok)	https://birda.twic.pics/species/830a1f72-779e-4ec7-a071-db550ade3fb0/reference_images/Bullers_Albatross-_Flying.jpg	https://xeno-canto.org/sounds/uploaded/YHOCFQHBDL/XC926688-NorthernBuller-sAlbatross.2022.12.15%280540%29.TheFortyFours.mp3	Albatrosses	Very Large	Marine	['White', 'Black', 'Grey']
Burchell's Coucal	Centropus burchellii	Gewone Vleiloerie	https://birda.twic.pics/species/1bb15b67-f303-4c5a-be8e-bf492a7c0f82/reference_images/Burchells_Coucal.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC432632-Burchell%27s%20Coucal.mp3	Coucals	Medium	Woodland	['Brown', 'Black', 'Buff']	Burchell's Coucal	Centropus burchellii	Gewone Vleiloerie	https://birda.twic.pics/species/1bb15b67-f303-4c5a-be8e-bf492a7c0f82/reference_images/Burchells_Coucal.jpg	https://xeno-canto.org/sounds/uploaded/GQMCPIVNXX/XC432632-Burchell%27s%20Coucal.mp3	Coucals	Medium	Woodland	['Brown', 'Black', 'Buff']
Burchell's Courser	Cursorius rufus	Bloukopdrawwertjie	https://birda.twic.pics/species/025a3eca-83b5-44d1-89be-2c94f7007809/reference_images/Collared_Pratincole.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC597244-burchell%27s%20coursers%20calling%20and%20flying.mp3	Coursers	Medium	Fynbos	['Brown', 'Grey', 'Black']	Burchell's Courser	Cursorius rufus	Bloukopdrawwertjie	https://birda.twic.pics/species/025a3eca-83b5-44d1-89be-2c94f7007809/reference_images/Collared_Pratincole.jpg	https://xeno-canto.org/sounds/uploaded/SGLTZLDXYI/XC597244-burchell%27s%20coursers%20calling%20and%20flying.mp3	Coursers	Medium	Fynbos	['Brown', 'Grey', 'Black']
Burchell's Sandgrouse	Pterocles burchelli	Gevlekte Sandpatrys	https://birda.twic.pics/species/f320263c-4417-4382-876d-f8798c67f679/reference_images/Burchells_Sandgrouse-_Male.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC962506-burchell-sandgrouse-%28call%29-RobinCamp%2CHwange%2CZIM_20240822_085220.mp3	Sandgrouse	Medium	Grassland	['Brown', 'Buff', 'Grey']	Burchell's Sandgrouse	Pterocles burchelli	Gevlekte Sandpatrys	https://birda.twic.pics/species/f320263c-4417-4382-876d-f8798c67f679/reference_images/Burchells_Sandgrouse-_Male.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC962506-burchell-sandgrouse-%28call%29-RobinCamp%2CHwange%2CZIM_20240822_085220.mp3	Sandgrouse	Medium	Grassland	['Brown', 'Buff', 'Grey']
Burchell's Starling	Lamprotornis australis	Grootglansspreeu	https://birda.twic.pics/species/054137c4-38cf-4376-861b-63f2262343fd/reference_images/Burchells_Starling.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1045928-20231009_KNP_Mothman_A015_C020_SLE_-3dBNORM.mp3	Starlings	Medium	Woodland	['Blue', 'Green']	Burchell's Starling	Lamprotornis australis	Grootglansspreeu	https://birda.twic.pics/species/054137c4-38cf-4376-861b-63f2262343fd/reference_images/Burchells_Starling.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1045928-20231009_KNP_Mothman_A015_C020_SLE_-3dBNORM.mp3	Starlings	Medium	Woodland	['Blue', 'Green']
Burnt-necked Eremomela	Eremomela usticollis	Bruinkeelbossanger	https://cdn.sabirds.app/bush-blackcap/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1046970-burnt-neck-eremomela-%28song%2Ccall%29-LochinvarNP%2CZAMBIA_20251006_110618.mp3	Eremomelas	Tiny	Woodland	['Grey', 'Orange']	Burnt-necked Eremomela	Eremomela usticollis	Bruinkeelbossanger	https://cdn.sabirds.app/bush-blackcap/1_medium.webp	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC1046970-burnt-neck-eremomela-%28song%2Ccall%29-LochinvarNP%2CZAMBIA_20251006_110618.mp3	Eremomelas	Tiny	Woodland	['Grey', 'Orange']
Bush Blackcap	Sylvia nigricapillus	Rooibektiptol	https://cdn.sabirds.app/bushveld-pipit/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC518897-Lioptilus_nigricapillus-FL%20song%20Sani%20Pass%2011Nov19%205.44am%20LS115786a.mp3	Warblers	Small	Forest	['Black', 'Brown']	Bush Blackcap	Sylvia nigricapillus	Rooibektiptol	https://cdn.sabirds.app/bushveld-pipit/1_medium.webp	https://xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC518897-Lioptilus_nigricapillus-FL%20song%20Sani%20Pass%2011Nov19%205.44am%20LS115786a.mp3	Warblers	Small	Forest	['Black', 'Brown']
Bushveld Pipit	Anthus caffer	Bosveldkoester	https://inaturalist-open-data.s3.amazonaws.com/photos/1410742/medium.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC793517-bushveld-pipit-%28call%29-KasankaNP%2CZAMBIA_20230411_072701_01.mp3	Pipits	Small	Grassland	['Brown', 'Buff']	Bushveld Pipit	Anthus caffer	Bosveldkoester	https://inaturalist-open-data.s3.amazonaws.com/photos/1410742/medium.jpg	https://xeno-canto.org/sounds/uploaded/IIJAXHKSCC/XC793517-bushveld-pipit-%28call%29-KasankaNP%2CZAMBIA_20230411_072701_01.mp3	Pipits	Small	Grassland	['Brown', 'Buff']
Böhm's Spinetail	Neafrapus boehmi	Witpensstekelstert	https://cdn.sabirds.app/cape-batis/1_medium.webp	https://xeno-canto.org/sounds/uploaded/GABAHHYWYR/XC688818-VOC_211024-3124%20Bohm%27s%20Spinetail%20ED%20UP.mp3	Spinetails	Tiny	Woodland	['Black', 'White']	Böhm's Spinetail	Neafrapus boehmi	Witpensstekelstert	https://cdn.sabirds.app/cape-batis/1_medium.webp	https://xeno-canto.org/sounds/uploaded/GABAHHYWYR/XC688818-VOC_211024-3124%20Bohm%27s%20Spinetail%20ED%20UP.mp3	Spinetails	Tiny	Woodland	['Black', 'White']
Cape Batis	Batis capensis	Kaapse Bosbontrokkie	https://birda.twic.pics/species/c655e9bb-528f-4222-ac5e-bb083e826455/reference_images/Cape_Batis-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1048051-20251008_KBG_AKaramitsos_IMG_7050_SLE_150HzHP_-3dBNORM_split_batis.mp3	Batises	Tiny	Forest	['Grey', 'Black', 'White']	Cape Batis	Batis capensis	Kaapse Bosbontrokkie	https://birda.twic.pics/species/c655e9bb-528f-4222-ac5e-bb083e826455/reference_images/Cape_Batis-_Male.jpg	https://xeno-canto.org/sounds/uploaded/YSGTQVRQZI/XC1048051-20251008_KBG_AKaramitsos_IMG_7050_SLE_150HzHP_-3dBNORM_split_batis.mp3	Batises	Tiny	Forest	['Grey', 'Black', 'White']
